Actual,Predicted_Probability,Predicted_Label,Risk_Level,Top_Features
0,0.00494776860958419,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.2823281169955092,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, MonthlyCharges, StreamingTV_Yes"
1,0.43709634071209347,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes"
0,0.4377456915262114,0,Medium,"tenure, InternetService_Fiber optic, TotalCharges_238.5, StreamingMovies_Yes, Contract_Two year"
0,0.2866398903176124,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.019716066752884384,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.49622199075487544,0,Medium,"InternetService_Fiber optic, Contract_Two year, OnlineSecurity_Yes, StreamingMovies_Yes, MonthlyCharges"
0,0.5205452596975565,1,Medium,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, MultipleLines_No phone service"
0,0.07404257604562883,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, TechSupport_Yes, PaperlessBilling_Yes"
0,0.29307045990145236,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, OnlineSecurity_Yes"
0,0.05686841657864716,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, TechSupport_Yes, Contract_Two year"
1,0.2394337485539698,0,Low,"InternetService_Fiber optic, StreamingMovies_Yes, PaperlessBilling_Yes, TechSupport_Yes, Contract_Two year"
0,0.39665913718941015,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
0,0.052777947774075164,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.25670109265750246,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.24820093962160708,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.47111886229557304,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, TotalCharges_74.3"
0,0.008459645172644036,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
1,0.5547688834396861,1,Medium,"InternetService_Fiber optic, tenure, StreamingMovies_Yes, Contract_Two year, MonthlyCharges"
1,0.5573785102513609,1,Medium,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.008965295218422095,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.08324135101643036,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.00613036854855692,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, TotalCharges_1463.45, MonthlyCharges"
1,0.4927469712878954,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MonthlyCharges, TechSupport_Yes"
1,0.8032792686233771,1,High,"tenure, InternetService_Fiber optic, TotalCharges_69.65, Contract_Two year, PaymentMethod_Electronic check"
0,0.03021219184103006,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
1,0.553903674785387,1,Medium,"tenure, TotalCharges_45.1, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes"
0,0.2616688348493313,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, MultipleLines_Yes"
1,0.6642914289722067,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.09392754651078297,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.010688836945936824,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.3434910459175177,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, Contract_Two year, MultipleLines_Yes"
0,0.08327271773430259,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.02539630497869132,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.10664720027322779,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
0,0.3924355027082617,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.3486084027353616,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.10039296641189817,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.0947276565820393,0,Low,"Contract_One year, tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year"
0,0.6439733064306223,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingTV_Yes, MonthlyCharges"
0,0.6720345160366219,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, Contract_One year"
0,0.013395597458344064,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.14773320600534637,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, TechSupport_Yes"
1,0.3712043198271803,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.6015140278192779,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.1572103608023343,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
1,0.5493746867982678,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.006783557954062803,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.3078250076117871,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.8580964950318577,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.031013391808890293,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.006772700033040998,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.867186791608815,1,High,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
0,0.4282148750213587,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.39470318649757025,0,Low,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, MultipleLines_Yes, TechSupport_Yes"
1,0.7178564663011502,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.12906418728627186,0,Low,"InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, StreamingMovies_Yes, MonthlyCharges"
0,0.18264261774327653,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.05427088398837212,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.18794672846528845,0,Low,"InternetService_Fiber optic, TechSupport_Yes, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
1,0.3275269064002525,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, TechSupport_Yes, StreamingTV_Yes"
0,0.4241388163624944,0,Medium,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaperlessBilling_Yes"
1,0.7636099659672421,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.041916021341025095,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.319088582301217,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, StreamingTV_Yes"
0,0.0072030221046667856,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.08699137360825492,0,Low,"Contract_One year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.40541330932051484,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.007368799448355879,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.012920480780600842,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.25855224997386184,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, MonthlyCharges"
0,0.03961716828176384,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MultipleLines_Yes"
0,0.16473261413561102,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, TotalCharges_340.85, Contract_Two year"
0,0.01620470178566938,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, tenure"
0,0.25059499513270533,0,Low,"InternetService_Fiber optic, PaperlessBilling_Yes, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.07733341883090394,0,Low,"Contract_One year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.04198755570484704,0,Low,"InternetService_Fiber optic, Contract_One year, MonthlyCharges, tenure, PaymentMethod_Electronic check"
0,0.33158655682907107,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, TotalCharges_355.1"
1,0.6805683994251428,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.00553597789003754,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, MultipleLines_Yes"
0,0.02374994765762363,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
1,0.5455494317818426,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, TechSupport_Yes"
0,0.013047991172309155,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.007887878596979248,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.3326193157767995,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes"
0,0.02273041012814049,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.006111443552224353,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.7883602026115086,1,High,"InternetService_Fiber optic, tenure, Contract_Two year, MonthlyCharges, StreamingMovies_Yes"
0,0.5628681375630027,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
1,0.09637236994311242,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
1,0.6595595989779557,1,Medium,"tenure, InternetService_Fiber optic, TotalCharges_147.15, Contract_Two year, PaperlessBilling_Yes"
0,0.038882403077425985,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges"
0,0.5534787660319167,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes"
1,0.868281966872158,1,High,"tenure, InternetService_Fiber optic, TotalCharges_449.75, Contract_Two year, StreamingMovies_Yes"
1,0.6948800336146583,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, PaperlessBilling_Yes"
0,0.1992269022522197,0,Low,"InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes, MultipleLines_Yes"
0,0.02172455816572417,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes"
0,0.49868502562748124,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, StreamingTV_Yes"
0,0.4822608054612326,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check, StreamingTV_Yes"
1,0.6320793870496698,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MonthlyCharges"
0,0.01350566355024941,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.15639919433225327,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes"
0,0.08176081052011182,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, MonthlyCharges, PaymentMethod_Electronic check"
1,0.7274429344462712,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.005205583588895275,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
1,0.6977194956580542,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes"
1,0.687413266592758,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.02043102287382449,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaymentMethod_Electronic check"
0,0.026523889436050607,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.04925895847862227,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.00428169631466705,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.080477196844034,0,Low,"Contract_One year, InternetService_Fiber optic, PaperlessBilling_Yes, TechSupport_Yes, Contract_Two year"
0,0.38990430049794733,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.29920607879333105,0,Low,"InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes, StreamingTV_Yes"
0,0.036777084944779166,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.04479369566119268,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.22419699210816404,0,Low,"tenure, TotalCharges_50.15, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes"
0,0.31974604199187046,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, MultipleLines_Yes, MonthlyCharges"
1,0.4167980911260869,0,Medium,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.035321485885723196,0,Low,"Contract_One year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.12437156624378896,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.022415980484247144,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.4126463531377676,0,Medium,"InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.381481173176202,0,Low,"InternetService_Fiber optic, tenure, StreamingMovies_Yes, Contract_Two year, MultipleLines_Yes"
1,0.5774895821167526,1,Medium,"InternetService_Fiber optic, tenure, MonthlyCharges, Contract_Two year, StreamingMovies_Yes"
0,0.06238768875613615,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.03213987449060405,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.00407075596052967,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.0075099576800417055,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.47009985781356334,0,Medium,"InternetService_Fiber optic, tenure, StreamingMovies_Yes, Contract_Two year, MultipleLines_Yes"
0,0.27109270039762084,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaymentMethod_Electronic check"
1,0.1476509539566003,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.016410626607068313,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.2515943971571617,0,Low,"tenure, InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, PaperlessBilling_Yes"
0,0.22810628584021972,0,Low,"InternetService_Fiber optic, tenure, StreamingMovies_Yes, PaperlessBilling_Yes, TechSupport_Yes"
0,0.4427678297800441,0,Medium,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, MultipleLines_No phone service"
0,0.12229411693722776,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.6667949503644904,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes"
0,0.07203210231808768,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.1209010406368986,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.2759325469624122,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
0,0.2667522105922594,0,Low,"InternetService_Fiber optic, tenure, PaperlessBilling_Yes, Contract_Two year, PaymentMethod_Electronic check"
0,0.03267288894960916,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, MultipleLines_Yes"
1,0.729150840289222,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, MultipleLines_Yes"
0,0.08313321903761431,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.1868586641423758,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, Contract_Two year, PaymentMethod_Electronic check"
0,0.4137255269678435,0,Medium,"InternetService_Fiber optic, StreamingMovies_Yes, Contract_Two year, TechSupport_Yes, tenure"
1,0.32230474968817985,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingTV_Yes"
0,0.02464931798303181,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.006959910381790613,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes"
0,0.1550860036510701,0,Low,"Contract_One year, InternetService_Fiber optic, MultipleLines_Yes, StreamingTV_Yes, Contract_Two year"
1,0.48243489850062243,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, MultipleLines_No phone service"
1,0.39669493040419174,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, MonthlyCharges, TechSupport_Yes"
0,0.0408001450695637,0,Low,"InternetService_Fiber optic, Contract_One year, tenure, OnlineSecurity_Yes, TechSupport_Yes"
0,0.02037115722221904,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.005259337870847663,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, PaperlessBilling_Yes, MonthlyCharges"
0,0.026856045663951538,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.18964676227188862,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.47313315521109695,0,Medium,"InternetService_Fiber optic, Contract_Two year, PaperlessBilling_Yes, MultipleLines_Yes, PaymentMethod_Electronic check"
0,0.611871673124286,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, StreamingMovies_Yes"
1,0.379212664491666,0,Low,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.10483799214613777,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, TechSupport_Yes, Contract_Two year"
0,0.013858380009278396,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, PaperlessBilling_Yes"
0,0.03901239970730621,0,Low,"Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges, PaperlessBilling_Yes"
1,0.4899451472056092,0,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.13541800208808502,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, PaymentMethod_Electronic check, StreamingMovies_Yes"
0,0.20465205213846893,0,Low,"InternetService_Fiber optic, TechSupport_Yes, PaperlessBilling_Yes, MultipleLines_Yes, Contract_Two year"
0,0.05717619788657929,0,Low,"InternetService_Fiber optic, tenure, MonthlyCharges, PaperlessBilling_Yes, Contract_Two year"
0,0.08281270678231847,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, OnlineSecurity_Yes"
1,0.5932861284358094,1,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, PaymentMethod_Electronic check, PaperlessBilling_Yes"
0,0.00505655854585239,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, TotalCharges_1672.1"
1,0.44722682017221066,0,Medium,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaperlessBilling_Yes"
0,0.017301115463220634,0,Low,"Contract_Two year, InternetService_Fiber optic, tenure, MonthlyCharges, PaymentMethod_Electronic check"
0,0.18672425375253102,0,Low,"tenure, InternetService_Fiber optic, OnlineSecurity_Yes, PaperlessBilling_Yes, Contract_Two year"
0,0.026469851329299757,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, tenure, PaperlessBilling_Yes"
0,0.013190036237525732,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.5025972000480909,1,Medium,"tenure, TotalCharges_44.9, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes"
0,0.02408581279900563,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, MonthlyCharges"
0,0.4198442080315585,0,Medium,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, MultipleLines_Yes, MonthlyCharges"
0,0.04963911724486764,0,Low,"tenure, Contract_One year, InternetService_Fiber optic, StreamingMovies_Yes, TechSupport_Yes"
0,0.35082397835391854,0,Low,"InternetService_Fiber optic, tenure, PaperlessBilling_Yes, Contract_Two year, TechSupport_Yes"
1,0.03290646675158758,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
0,0.12577599894672278,0,Low,"InternetService_Fiber optic, Contract_One year, TechSupport_Yes, Contract_Two year, PaymentMethod_Electronic check"
1,0.3588826984887381,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, StreamingMovies_Yes, Contract_Two year, tenure"
0,0.1593081301612387,0,Low,"InternetService_Fiber optic, Contract_One year, StreamingMovies_Yes, PaperlessBilling_Yes, Contract_Two year"
1,0.2911502413301596,0,Low,"InternetService_Fiber optic, OnlineSecurity_Yes, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.06920152674156513,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, MonthlyCharges"
1,0.7239095393731838,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MonthlyCharges"
0,0.011515685620214905,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
1,0.6811629764156129,1,Medium,"InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, MultipleLines_Yes, PaymentMethod_Electronic check"
1,0.788848088790742,1,High,"tenure, InternetService_Fiber optic, Contract_Two year, StreamingMovies_Yes, PaymentMethod_Electronic check"
0,0.09658420647381204,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, TechSupport_Yes"
1,0.5065582706350411,1,Medium,"InternetService_Fiber optic, tenure, Contract_Two year, PaperlessBilling_Yes, PaymentMethod_Electronic check"
0,0.008627844026054777,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.2149871283565449,0,Low,"tenure, TotalCharges_44.75, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.018133527528213796,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, PaymentMethod_Electronic check"
0,0.005085830343218333,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.04317023178667004,0,Low,"Contract_Two year, tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.3315070505858918,0,Low,"InternetService_Fiber optic, tenure, Contract_Two year, TechSupport_Yes, PaymentMethod_Electronic check"
0,0.030964118699962788,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes"
0,0.19966859665627743,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes, StreamingMovies_Yes"
0,0.3066962187364192,0,Low,"tenure, InternetService_Fiber optic, MonthlyCharges, StreamingMovies_Yes, Contract_Two year"
0,0.039361469128992244,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, OnlineSecurity_Yes"
1,0.6096806573957696,1,Medium,"InternetService_Fiber optic, Contract_Two year, MultipleLines_Yes, tenure, PaymentMethod_Electronic check"
0,0.007432177428183995,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, OnlineSecurity_Yes, TechSupport_Yes"
0,0.014868475468999493,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, StreamingMovies_Yes, OnlineSecurity_Yes"
0,0.017924325953244183,0,Low,"Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes, PaymentMethod_Electronic check"
1,0.04175831719898865,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, PaperlessBilling_Yes, StreamingMovies_Yes"
0,0.2790167757729083,0,Low,"tenure, TotalCharges_24.4, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.004225039935776009,0,Low,"tenure, Contract_Two year, InternetService_Fiber optic, MonthlyCharges, PaperlessBilling_Yes"
0,0.1072905328704508,0,Low,"tenure, InternetService_Fiber optic, Contract_One year, MonthlyCharges, StreamingMovies_Yes"
